1 A1 0 0 0
2 A2 1.5 0 0
3 A3 2.00071 1.41396 0
4 A4 3.50071 1.41396 -1.7316e-16
5 A5 4.00142 0.706981 1.22453
6 A6 5.50142 0.706981 1.22453
7 A7 6.00213 3.33067e-16 -2.22045e-16
8 A8 7.50213 3.33067e-16 1.94289e-16
9 A9 8.00284 1.41396 1.08266e-15
10 A10 9.50284 1.41396 1.32584e-15
